4023
1 2 3 4
3 13 1 4
3 14 7 1
3 15 7 9
3 16 9 1
3 18 4 7
3 20 6 6
3 21 2 6
3 22 4 8
3 23 5 5
3 24 6 10
3 25 6 7
3 26 8 2
3 27 10 7
3 28 5 7
3 29 7 7
3 30 8 1
3 31 10 3
3 32 10 8
3 33 9 4
3 34 4 4
3 35 2 7
3 36 3 4
3 37 3 7
3 38 3 10
3 39 4 9
3 40 8 5
3 41 7 6
3 42 9 6
3 43 9 5
3 44 7 4
3 45 8 3
3 46 6 9
3 47 6 3
3 48 7 5
3 49 4 3
3 52 8 4
3 53 6 4
3 56 3 8
3 57 5 5
3 58 7 5
3 60 5 7
3 61 5 3
3 62 5 3
3 63 7 3
3 64 7 6
3 65 2 5
3 66 6 8
3 67 10 10
3 69 5 7
3 70 5 9
3 71 6 5
3 72 4 8
3 76 8 6
3 77 1 8
3 79 10 3
3 81 6 2
3 82 8 2
3 83 10 5
3 84 5 9
3 85 6 4
3 87 2 7
3 88 4 6
3 89 2 1
3 90 2 4
3 91 4 8
3 92 2 8
3 94 8 4
3 95 8 7
3 96 3 2
3 97 10 8
3 98 8 9
4 5 8 10
4 7 10 7
4 9 9 6
4 11 9 9
4 12 6 10
4 14 7 2
4 15 1 8
4 17 10 9
4 18 10 2
4 19 9 6
4 20 3 1
4 21 9 5
4 22 4 4
4 23 5 6
4 24 7 7
4 27 3 10
4 28 3 10
4 29 5 7
4 30 10 8
4 32 3 4
4 34 2 4
4 35 3 4
4 38 9 9
4 39 10 10
4 40 6 4
4 41 5 7
4 42 4 7
4 43 6 10
4 44 10 6
4 45 8 8
4 46 5 6
4 47 1 1
4 48 10 1
4 49 3 8
4 50 10 10
4 51 6 7
4 55 5 5
4 56 4 10
4 57 6 8
4 58 10 8
4 59 4 8
4 60 10 1
4 62 7 8
4 64 2 2
4 66 10 10
4 67 7 6
4 68 8 6
4 69 7 8
4 70 7 4
4 71 1 5
4 73 10 1
4 74 9 7
4 75 4 8
4 76 4 4
4 77 9 8
4 78 1 1
4 79 1 9
4 80 4 6
4 81 2 8
4 82 8 9
4 83 8 6
4 84 7 9
4 85 6 8
4 86 1 2
4 87 8 10
4 88 10 7
4 89 1 9
4 90 9 5
4 91 4 2
4 92 8 2
4 94 9 8
4 95 6 3
4 96 3 1
4 97 9 6
4 98 6 2
4 99 5 7
4 100 7 4
5 6 3 7
5 7 7 5
5 8 8 6
5 9 4 7
5 10 4 2
5 11 2 2
5 12 5 1
5 15 7 9
5 16 6 9
5 17 8 2
5 18 9 8
5 20 4 3
5 21 5 10
5 22 10 4
5 23 4 2
5 25 10 9
5 27 1 8
5 28 10 2
5 29 7 9
5 30 5 9
5 32 3 3
5 34 8 9
5 36 6 10
5 37 9 9
5 38 4 10
5 40 4 7
5 41 4 7
5 42 8 10
5 43 8 8
5 45 2 8
5 46 4 2
5 47 7 7
5 48 1 6
5 50 3 9
5 51 6 4
5 53 9 2
5 54 1 10
5 55 4 5
5 56 8 5
5 57 2 2
5 58 10 8
5 59 5 7
5 61 7 10
5 62 4 5
5 63 8 6
5 64 9 9
5 65 5 9
5 66 1 8
5 67 2 5
5 68 5 1
5 69 8 10
5 70 2 9
5 71 7 3
5 74 4 4
5 75 9 5
5 76 1 4
5 79 4 9
5 80 9 5
5 83 3 10
5 84 6 5
5 86 2 2
5 87 3 7
5 89 2 2
5 91 6 2
5 92 8 7
5 93 9 5
5 94 3 3
5 95 6 9
5 96 4 5
5 98 6 4
5 100 5 1
6 7 8 10
6 8 7 5
6 9 10 3
6 10 7 8
6 11 4 2
6 12 4 8
6 13 4 5
6 14 4 7
6 17 5 5
6 19 8 4
6 21 3 7
6 22 4 1
6 23 7 3
6 25 10 3
6 26 8 5
6 27 7 8
6 28 8 3
6 29 10 6
6 30 1 6
6 31 7 1
6 32 4 9
6 33 6 6
6 34 4 3
6 37 7 9
6 38 7 10
6 39 10 3
6 40 7 1
6 41 9 4
6 42 6 8
6 43 7 3
6 44 9 2
6 47 1 6
6 48 1 3
6 49 10 7
6 50 10 4
6 51 6 7
6 52 10 9
6 53 8 5
6 54 6 5
6 55 10 1
6 58 1 9
6 59 6 1
6 60 5 1
6 61 8 2
6 62 5 2
6 63 8 7
6 64 6 9
6 65 4 6
6 66 7 8
6 68 5 2
6 69 1 7
6 71 10 10
6 72 9 4
6 73 4 7
6 74 6 10
6 76 5 9
6 77 2 5
6 78 5 1
6 79 4 10
6 80 7 4
6 81 3 9
6 82 10 6
6 83 10 7
6 85 4 10
6 86 8 7
6 88 4 1
6 89 3 3
6 90 1 1
6 91 10 1
6 92 9 8
6 93 2 9
6 94 1 10
6 97 6 7
6 99 1 2
6 100 10 7
7 8 1 8
7 9 10 2
7 10 2 2
7 12 7 10
7 13 4 5
7 14 3 10
7 15 8 3
7 16 10 9
7 17 1 8
7 18 8 9
7 19 6 8
7 20 7 4
7 21 1 1
7 22 10 8
7 23 6 4
7 27 10 2
7 28 9 7
7 30 6 6
7 31 10 3
7 32 4 9
7 33 2 3
7 34 9 1
7 35 10 1
7 36 4 1
7 37 9 9
7 38 1 5
7 40 4 5
7 41 7 7
7 42 3 3
7 43 6 2
7 44 9 8
7 45 5 5
7 46 8 9
7 48 2 6
7 49 4 5
7 50 7 9
7 51 2 5
7 52 1 8
7 55 1 4
7 57 8 2
7 58 9 10
7 61 3 7
7 63 10 6
7 64 1 3
7 65 5 1
7 66 6 6
7 67 10 5
7 70 4 1
7 71 5 7
7 72 2 9
7 73 9 2
7 74 5 5
7 75 5 4
7 76 6 7
7 77 1 8
7 78 10 6
7 79 10 10
7 82 10 8
7 83 1 7
7 84 6 3
7 85 10 8
7 86 7 5
7 87 7 1
7 88 5 8
7 89 4 6
7 90 1 6
7 91 10 9
7 92 5 2
7 93 9 5
7 94 5 5
7 96 6 4
7 98 9 7
7 99 2 1
7 100 8 5
8 9 1 7
8 10 3 7
8 11 6 4
8 12 8 1
8 13 6 3
8 15 3 8
8 16 10 5
8 17 3 4
8 18 7 3
8 19 5 7
8 20 3 10
8 21 1 8
8 22 8 3
8 24 10 7
8 25 10 1
8 26 5 8
8 28 9 9
8 30 4 9
8 31 4 8
8 32 7 9
8 33 3 1
8 34 5 4
8 35 1 5
8 36 5 7
8 37 9 4
8 38 10 8
8 39 5 4
8 40 3 1
8 41 9 5
8 42 2 5
8 43 9 5
8 44 5 4
8 45 6 9
8 46 10 8
8 47 10 3
8 49 3 1
8 50 6 10
8 51 2 10
8 52 3 4
8 53 1 10
8 54 8 4
8 55 3 2
8 57 4 7
8 58 3 1
8 59 8 6
8 60 10 9
8 61 10 7
8 62 7 10
8 63 2 2
8 64 6 6
8 65 6 6
8 66 8 3
8 67 1 9
8 69 4 1
8 70 3 8
8 71 1 2
8 72 5 4
8 73 6 3
8 74 10 8
8 75 1 2
8 76 5 3
8 77 5 10
8 78 2 10
8 79 4 8
8 80 6 5
8 83 10 9
8 84 4 3
8 85 7 8
8 86 1 7
8 87 1 8
8 90 4 5
8 91 3 10
8 92 2 9
8 93 1 3
8 94 3 5
8 96 2 6
8 98 1 8
8 99 3 4
8 100 3 8
9 10 9 10
9 12 10 10
9 13 9 9
9 14 6 10
9 15 2 8
9 16 8 5
9 17 3 2
9 18 1 7
9 19 5 3
9 20 10 8
9 21 6 6
9 22 5 3
9 23 7 9
9 24 6 6
9 26 6 3
9 27 5 9
9 28 8 6
9 29 6 10
9 30 1 8
9 31 6 3
9 32 1 1
9 33 8 6
9 34 8 10
9 38 5 6
9 40 1 10
9 41 5 10
9 42 8 5
9 43 3 9
9 44 9 9
9 45 7 1
9 47 3 4
9 48 4 9
9 49 9 10
9 50 3 7
9 51 10 7
9 52 1 7
9 53 9 5
9 55 9 2
9 56 8 5
9 57 2 10
9 58 7 8
9 59 8 1
9 60 10 3
9 61 5 2
9 62 6 6
9 63 10 2
9 64 4 6
9 65 1 8
9 66 7 9
9 67 10 6
9 68 9 10
9 69 4 2
9 70 4 3
9 71 8 3
9 72 9 10
9 73 5 4
9 75 2 10
9 76 9 3
9 77 8 4
9 79 7 7
9 80 3 4
9 82 7 5
9 83 6 6
9 85 2 10
9 86 9 1
9 88 4 3
9 89 9 9
9 90 3 3
9 91 4 1
9 92 5 5
9 94 3 6
9 97 5 8
9 98 2 1
9 99 5 8
9 100 6 1
10 12 2 10
10 13 2 9
10 14 3 3
10 15 7 2
10 16 2 2
10 17 10 9
10 18 5 3
10 19 5 2
10 20 5 3
10 21 10 1
10 22 6 2
10 26 5 7
10 27 7 9
10 28 5 6
10 30 9 6
10 31 1 2
10 32 4 7
10 33 9 4
10 34 7 10
10 35 3 5
10 36 10 3
10 37 9 10
10 38 9 6
10 39 3 6
10 40 3 9
10 41 10 7
10 42 1 3
10 43 10 2
10 45 8 8
10 46 4 10
10 47 1 3
10 48 9 7
10 49 6 3
10 50 4 2
10 52 3 9
10 53 7 6
10 54 2 5
10 56 5 2
10 57 1 1
10 60 6 8
10 61 10 2
10 62 9 8
10 63 3 4
10 64 9 1
10 66 4 10
10 67 2 1
10 69 6 1
10 70 7 8
10 71 3 1
10 72 6 4
10 73 10 8
10 74 8 2
10 75 9 9
10 76 1 1
10 77 9 7
10 78 6 1
10 79 4 5
10 80 9 1
10 81 7 3
10 82 6 1
10 83 6 3
10 84 7 8
10 85 2 5
10 86 10 4
10 87 5 1
10 89 8 3
10 90 9 1
10 91 4 9
10 93 10 1
10 94 2 7
10 95 6 2
10 96 8 2
10 97 10 7
10 98 7 2
10 99 6 1
10 100 3 5
11 12 8 7
11 13 10 5
11 14 7 1
11 15 4 10
11 16 2 2
11 17 2 4
11 18 4 8
11 19 5 5
11 20 2 10
11 21 8 1
11 22 1 10
11 23 4 10
11 24 3 9
11 25 8 8
11 26 7 7
11 27 1 3
11 29 1 9
11 30 2 3
11 31 8 3
11 34 5 8
11 35 10 7
11 36 1 5
11 37 3 9
11 38 2 1
11 39 2 10
11 43 2 4
11 44 10 2
11 45 7 8
11 46 10 6
11 47 1 8
11 48 10 4
11 49 7 2
11 50 4 8
11 51 10 3
11 52 8 7
11 53 5 8
11 54 10 7
11 55 2 3
11 56 7 10
11 57 3 8
11 58 10 1
11 59 2 8
11 60 4 6
11 61 1 10
11 62 3 6
11 63 10 10
11 65 7 2
11 66 5 10
11 67 1 10
11 68 6 6
11 69 6 3
11 70 1 2
11 72 3 2
11 73 7 3
11 74 7 8
11 75 5 4
11 76 2 3
11 77 1 4
11 78 8 7
11 79 5 10
11 80 5 5
11 81 5 3
11 82 4 2
11 83 2 6
11 84 8 9
11 86 2 10
11 87 2 6
11 88 5 10
11 89 2 9
11 90 10 10
11 91 1 2
11 92 4 6
11 93 9 7
11 94 3 10
11 95 1 3
11 96 1 2
11 97 10 6
11 99 6 9
11 100 3 9
12 13 5 6
12 14 8 7
12 15 3 1
12 16 9 6
12 17 6 6
12 18 8 1
12 19 2 7
12 20 2 8
12 21 2 7
12 23 5 9
12 24 6 10
12 25 9 9
12 26 4 2
12 28 2 3
12 29 5 9
12 30 7 6
12 31 7 2
12 32 5 4
12 33 4 10
12 34 3 4
12 35 8 6
12 36 8 4
12 37 7 9
12 39 2 10
12 40 6 5
12 44 3 3
12 45 4 10
12 47 6 8
12 50 4 6
12 51 9 2
12 52 1 3
12 53 5 3
12 55 5 5
12 56 6 5
12 57 1 1
12 58 2 8
12 59 1 7
12 60 2 3
12 61 7 1
12 62 6 7
12 63 2 5
12 65 9 2
12 66 4 5
12 67 6 9
12 68 6 8
12 70 10 3
12 71 2 6
12 73 8 2
12 74 9 2
12 76 4 10
12 77 3 5
12 78 5 6
12 81 9 10
12 82 2 6
12 83 9 5
12 85 2 10
12 86 9 2
12 87 3 3
12 91 5 7
12 92 8 10
12 93 3 4
12 94 6 2
12 95 4 6
12 97 5 5
12 98 10 5
12 99 5 2
13 15 10 5
13 17 6 6
13 18 2 9
13 19 7 6
13 20 4 10
13 21 2 6
13 23 8 9
13 24 6 1
13 25 8 1
13 27 1 9
13 29 10 2
13 30 10 8
13 31 3 1
13 32 4 3
13 33 1 9
13 34 9 10
13 36 7 2
13 37 1 8
13 38 7 1
13 40 10 7
13 41 7 5
13 42 6 5
13 43 2 1
13 44 3 8
13 45 1 9
13 46 6 4
13 47 9 8
13 48 9 6
13 49 5 10
13 50 3 9
13 52 6 7
13 53 6 4
13 54 7 2
13 55 8 3
13 57 8 3
13 58 7 7
13 59 10 5
13 60 5 2
13 61 5 1
13 62 9 10
13 63 10 2
13 64 6 1
13 65 1 6
13 66 6 1
13 67 7 7
13 69 3 7
13 70 3 3
13 71 7 9
13 72 8 1
13 73 4 4
13 74 4 7
13 76 3 2
13 77 2 2
13 79 10 9
13 80 10 4
13 81 8 3
13 82 2 4
13 83 9 5
13 84 10 4
13 85 5 2
13 86 4 1
13 87 2 9
13 88 5 8
13 91 10 4
13 92 2 5
13 93 10 6
13 94 7 10
13 95 10 4
13 97 4 9
13 100 8 3
14 15 3 4
14 16 4 3
14 17 2 10
14 18 6 3
14 19 9 10
14 20 9 6
14 21 7 7
14 22 2 1
14 24 2 10
14 25 4 4
14 26 3 1
14 27 2 2
14 28 7 5
14 31 7 1
14 32 5 2
14 33 6 1
14 34 4 9
14 35 8 1
14 39 2 10
14 40 9 9
14 41 5 3
14 42 6 7
14 45 8 5
14 46 1 2
14 47 2 4
14 48 2 1
14 49 3 9
14 50 7 1
14 51 10 3
14 52 6 1
14 53 3 10
14 54 7 7
14 55 5 7
14 56 2 8
14 57 5 1
14 58 8 9
14 59 10 1
14 60 1 7
14 61 6 5
14 63 7 1
14 65 4 10
14 66 9 6
14 67 8 10
14 68 6 10
14 69 10 8
14 70 3 3
14 71 5 3
14 74 10 8
14 75 4 6
14 76 10 3
14 77 4 3
14 78 2 4
14 79 4 1
14 80 9 10
14 81 3 3
14 82 5 6
14 83 10 8
14 84 1 7
14 86 3 10
14 87 7 10
14 88 6 8
14 89 4 10
14 90 1 5
14 91 1 10
14 92 1 1
14 93 6 3
14 94 9 5
14 95 5 1
14 96 4 10
14 97 9 2
14 99 5 6
14 100 3 7
15 16 8 3
15 17 4 3
15 18 8 1
15 19 3 2
15 20 4 2
15 21 6 4
15 22 10 5
15 23 2 9
15 24 9 10
15 25 2 4
15 26 9 5
15 28 8 6
15 30 8 4
15 31 10 5
15 32 2 5
15 33 8 3
15 34 4 1
15 35 6 1
15 36 1 1
15 37 4 6
15 38 8 10
15 39 2 3
15 40 1 10
15 41 5 5
15 42 9 9
15 43 8 9
15 44 4 6
15 45 7 1
15 46 5 9
15 47 8 7
15 48 4 1
15 49 7 9
15 51 2 5
15 52 9 5
15 54 2 9
15 55 2 2
15 56 9 1
15 57 6 2
15 58 2 9
15 59 6 7
15 60 7 9
15 62 5 5
15 63 9 10
15 64 4 3
15 65 3 7
15 66 3 3
15 67 10 2
15 68 1 4
15 69 2 1
15 70 6 4
15 71 10 1
15 72 8 3
15 73 8 4
15 74 2 10
15 75 4 6
15 76 1 10
15 77 6 1
15 78 10 4
15 79 5 3
15 80 2 8
15 81 8 3
15 82 2 2
15 83 4 7
15 84 4 9
15 86 8 6
15 87 5 7
15 88 9 4
15 90 9 9
15 91 2 3
15 92 6 10
15 93 2 5
15 95 8 3
15 96 10 8
15 97 4 1
15 98 3 4
15 99 9 5
15 100 4 7
16 17 6 9
16 18 9 8
16 19 4 8
16 20 2 5
16 21 6 10
16 22 2 3
16 23 10 7
16 25 3 5
16 27 8 4
16 29 9 8
16 30 2 10
16 32 3 2
16 33 9 3
16 34 1 7
16 35 2 6
16 36 4 9
16 37 6 8
16 38 8 7
16 39 5 3
16 40 7 3
16 41 5 9
16 44 8 8
16 45 9 9
16 46 3 2
16 47 2 8
16 48 2 1
16 49 1 7
16 50 7 2
16 51 4 5
16 52 8 9
16 53 2 7
16 54 1 7
16 55 3 10
16 56 8 10
16 57 5 5
16 58 3 6
16 59 9 3
16 60 2 5
16 61 9 4
16 62 1 7
16 64 10 8
16 65 6 3
16 66 3 2
16 68 8 9
16 70 2 10
16 71 5 8
16 72 9 8
16 73 3 2
16 74 5 9
16 76 2 7
16 77 8 3
16 79 9 8
16 80 9 2
16 82 10 10
16 83 5 2
16 84 3 7
16 85 8 9
16 86 4 4
16 87 3 7
16 89 10 6
16 90 4 6
16 91 9 5
16 92 6 7
16 93 6 5
16 94 2 3
16 96 2 7
16 97 5 5
16 98 1 8
16 99 10 10
16 100 8 3
17 18 9 3
17 19 7 10
17 20 8 9
17 21 7 4
17 22 2 8
17 23 1 8
17 26 9 3
17 27 4 9
17 28 9 8
17 29 2 7
17 30 8 3
17 31 10 5
17 32 9 6
17 33 5 9
17 34 3 8
17 35 3 5
17 36 1 5
17 38 5 8
17 39 5 9
17 40 3 4
17 41 4 2
17 42 3 9
17 43 3 2
17 44 10 6
17 46 8 2
17 47 9 3
17 48 8 1
17 50 5 3
17 51 4 7
17 52 5 9
17 53 5 3
17 55 9 4
17 56 1 4
17 58 2 8
17 59 9 10
17 61 9 8
17 63 6 9
17 64 9 3
17 66 3 8
17 67 1 5
17 68 8 10
17 69 1 1
17 70 9 5
17 71 2 1
17 72 7 6
17 73 5 7
17 74 1 5
17 75 2 1
17 76 10 7
17 77 8 4
17 78 6 1
17 79 10 10
17 80 9 1
17 81 3 2
17 82 2 9
17 84 10 4
17 85 9 3
17 86 9 5
17 87 8 4
17 88 4 8
17 89 4 3
17 90 1 9
17 91 8 9
17 92 4 4
17 94 7 3
17 95 2 9
17 96 9 3
17 97 3 5
17 98 1 1
17 99 8 5
17 100 4 7
18 20 1 10
18 21 6 10
18 22 2 6
18 23 10 4
18 25 3 4
18 26 8 2
18 27 7 10
18 28 3 3
18 31 3 8
18 33 9 2
18 34 8 2
18 35 8 5
18 36 3 8
18 38 10 3
18 39 10 5
18 41 3 9
18 42 1 4
18 43 7 1
18 44 9 4
18 45 10 7
18 46 4 1
18 47 4 9
18 48 10 9
18 49 5 3
18 50 7 3
18 51 9 3
18 52 10 2
18 53 1 10
18 54 3 7
18 55 2 10
18 57 9 8
18 58 3 5
18 59 5 2
18 60 6 4
18 61 7 6
18 62 2 6
18 65 10 8
18 66 3 5
18 67 2 7
18 68 5 10
18 70 9 2
18 71 9 4
18 72 2 2
18 73 10 5
18 75 10 1
18 77 6 10
18 78 4 6
18 79 8 2
18 80 1 3
18 81 2 7
18 82 1 3
18 84 2 5
18 85 1 7
18 86 1 9
18 87 10 5
18 88 3 10
18 90 6 10
18 92 10 4
18 93 7 2
18 94 9 7
18 95 9 7
18 97 7 10
18 98 6 6
18 99 10 3
18 100 1 3
19 21 6 5
19 22 8 4
19 23 1 2
19 25 3 9
19 27 2 6
19 28 2 3
19 29 8 6
19 30 5 3
19 31 6 3
19 32 7 3
19 33 3 7
19 34 5 1
19 35 9 8
19 37 6 3
19 38 10 10
19 39 3 2
19 40 4 10
19 41 6 4
19 42 7 3
19 43 9 2
19 44 4 10
19 45 6 8
19 47 7 10
19 48 4 1
19 49 9 3
19 50 1 8
19 51 7 9
19 52 6 8
19 53 3 2
19 54 6 7
19 56 10 5
19 57 6 3
19 60 7 9
19 63 3 2
19 64 10 6
19 65 4 1
19 66 6 2
19 67 10 4
19 69 7 2
19 71 4 9
19 73 3 3
19 74 9 3
19 75 3 3
19 76 4 9
19 77 9 2
19 78 5 3
19 79 10 4
19 80 10 4
19 81 10 9
19 82 6 1
19 83 8 4
19 84 3 2
19 87 4 10
19 88 2 9
19 89 1 6
19 90 8 7
19 91 8 8
19 92 5 5
19 93 6 7
19 94 10 4
19 96 6 3
19 97 8 10
19 98 7 4
19 99 4 8
19 100 10 5
20 21 10 2
20 22 8 9
20 23 1 9
20 25 3 1
20 27 10 5
20 28 10 5
20 29 10 2
20 30 1 1
20 32 8 9
20 33 6 7
20 34 3 8
20 35 6 7
20 36 8 10
20 38 10 3
20 39 6 1
20 43 10 4
20 44 5 2
20 45 7 2
20 46 9 8
20 48 2 1
20 49 8 3
20 52 2 5
20 53 3 10
20 54 3 10
20 55 6 10
20 56 9 2
20 57 10 6
20 58 7 4
20 59 8 7
20 61 2 4
20 62 9 7
20 63 3 9
20 64 5 9
20 65 3 4
20 66 7 1
20 69 5 10
20 70 1 3
20 72 7 10
20 73 7 3
20 74 6 6
20 75 4 6
20 77 10 2
20 80 5 2
20 81 6 5
20 82 9 1
20 83 2 7
20 84 1 8
20 85 9 4
20 86 3 3
20 87 8 1
20 88 3 10
20 89 5 6
20 91 6 7
20 92 2 1
20 93 10 2
20 94 5 6
20 96 8 9
20 97 7 5
20 98 7 3
20 99 8 8
20 100 4 5
21 23 8 2
21 24 1 6
21 25 4 5
21 26 9 9
21 27 3 4
21 28 3 2
21 29 10 5
21 30 6 1
21 33 2 6
21 34 6 1
21 35 8 4
21 36 4 7
21 37 9 8
21 38 2 4
21 39 3 2
21 41 5 8
21 44 6 8
21 45 6 4
21 46 7 8
21 47 6 9
21 48 1 7
21 49 4 10
21 50 1 7
21 51 8 7
21 52 7 1
21 53 9 1
21 55 5 5
21 57 4 9
21 58 1 1
21 59 1 3
21 60 10 6
21 62 10 6
21 63 2 6
21 65 7 3
21 66 3 7
21 67 3 9
21 68 7 1
21 70 10 6
21 73 2 3
21 74 10 4
21 75 7 10
21 77 7 6
21 79 9 5
21 81 3 8
21 82 1 4
21 83 2 2
21 84 5 4
21 85 8 3
21 86 3 6
21 87 3 3
21 88 10 2
21 89 9 4
21 90 6 2
21 91 2 7
21 95 1 1
21 96 6 4
21 97 5 9
21 98 6 1
21 99 5 1
21 100 7 9
22 23 4 5
22 24 8 5
22 25 3 8
22 27 5 8
22 28 4 9
22 30 5 7
22 31 10 5
22 32 7 6
22 33 3 5
22 34 3 9
22 37 1 9
22 38 6 4
22 39 5 4
22 40 8 8
22 42 8 4
22 43 6 3
22 44 6 10
22 45 2 1
22 46 4 7
22 47 9 1
22 48 6 9
22 49 8 10
22 50 9 10
22 52 10 3
22 53 2 8
22 54 5 1
22 56 1 1
22 57 4 7
22 61 5 2
22 62 3 1
22 63 7 7
22 64 7 6
22 65 7 6
22 66 9 6
22 67 3 10
22 68 5 7
22 69 4 7
22 70 1 2
22 71 5 6
22 72 6 5
22 74 10 2
22 75 5 8
22 76 6 3
22 77 1 8
22 78 1 4
22 79 7 4
22 80 6 6
22 81 3 1
22 82 1 8
22 83 5 3
22 84 8 8
22 86 1 10
22 87 6 1
22 88 5 10
22 90 3 7
22 91 2 10
22 92 5 4
22 93 4 8
22 94 8 5
22 95 1 4
22 96 1 2
22 97 10 2
22 98 3 8
23 24 6 10
23 26 10 3
23 27 3 9
23 28 4 5
23 29 8 5
23 30 3 4
23 31 2 7
23 32 1 3
23 33 8 1
23 35 1 3
23 36 4 1
23 37 9 2
23 38 6 3
23 39 10 2
23 40 5 8
23 41 7 6
23 42 7 10
23 43 8 3
23 44 6 7
23 45 2 10
23 46 8 6
23 47 9 1
23 48 4 8
23 49 2 4
23 50 4 5
23 51 6 6
23 53 4 6
23 54 6 3
23 55 10 7
23 56 8 6
23 57 8 7
23 59 5 6
23 60 6 10
23 62 3 1
23 63 6 5
23 64 10 3
23 65 3 7
23 66 9 1
23 67 8 5
23 68 1 8
23 69 5 4
23 70 3 4
23 71 1 1
23 72 8 6
23 73 9 7
23 77 4 9
23 78 4 1
23 79 4 1
23 80 3 8
23 81 6 3
23 82 10 9
23 83 9 4
23 84 7 7
23 85 9 1
23 86 1 4
23 87 9 10
23 88 9 3
23 89 3 4
23 92 1 1
23 93 2 3
23 94 1 8
23 95 2 8
23 96 6 9
23 97 3 3
23 99 2 4
23 100 10 2
24 25 8 3
24 26 10 9
24 27 5 1
24 28 6 4
24 29 8 7
24 30 1 3
24 31 1 1
24 32 2 9
24 33 10 5
24 35 1 5
24 36 9 4
24 37 8 4
24 38 6 4
24 39 7 8
24 40 1 8
24 42 7 8
24 44 10 4
24 45 4 4
24 46 5 3
24 47 9 9
24 48 1 6
24 49 9 10
24 50 8 6
24 51 2 9
24 52 10 8
24 53 4 8
24 55 2 9
24 56 6 3
24 57 4 7
24 58 1 4
24 60 10 10
24 61 1 6
24 62 6 1
24 63 2 2
24 64 8 2
24 65 8 7
24 66 5 6
24 68 6 2
24 69 10 2
24 70 7 3
24 73 2 8
24 74 5 3
24 75 5 1
24 76 1 8
24 77 5 8
24 79 6 8
24 80 3 8
24 81 5 6
24 82 8 3
24 83 3 6
24 84 4 4
24 85 7 5
24 86 4 5
24 87 7 10
24 88 5 4
24 90 4 10
24 91 2 4
24 93 10 1
24 94 8 9
24 95 6 1
24 96 4 6
24 97 10 2
24 98 10 3
24 99 8 5
24 100 2 4
25 26 8 10
25 27 4 1
25 29 5 4
25 30 9 1
25 32 4 4
25 33 5 6
25 34 6 3
25 35 10 1
25 36 1 3
25 37 5 10
25 38 3 3
25 39 10 2
25 40 3 4
25 41 3 3
25 42 4 3
25 43 9 2
25 44 7 3
25 46 1 3
25 47 1 7
25 48 5 2
25 49 8 1
25 51 9 6
25 52 9 3
25 53 10 9
25 55 2 4
25 56 2 4
25 57 4 9
25 58 2 10
25 59 8 10
25 60 8 10
25 61 4 6
25 62 6 9
25 63 1 1
25 65 4 3
25 66 1 3
25 67 4 8
25 69 5 2
