3984
1 2 3 4
5 30 1 4
5 31 8 6
5 33 1 6
5 35 9 3
5 36 7 5
5 37 8 1
5 38 7 2
5 39 9 7
5 40 6 7
5 41 10 3
5 42 10 4
5 43 1 4
5 44 5 8
5 45 6 6
5 46 10 8
5 48 3 5
5 50 5 10
5 53 8 8
5 54 6 8
5 55 3 8
5 56 7 4
5 57 8 6
5 58 5 6
5 59 7 2
5 60 8 10
5 61 7 9
5 62 1 4
5 63 5 8
5 67 7 8
5 68 5 5
5 69 9 2
5 70 10 7
5 71 10 9
5 73 4 10
5 74 9 8
5 75 3 5
5 76 5 6
5 77 5 8
5 78 3 10
5 79 5 5
5 80 5 4
5 81 2 4
5 82 2 10
5 83 6 7
5 84 8 10
5 85 5 7
5 86 1 4
5 87 6 3
5 88 4 10
5 89 10 2
5 92 9 3
5 93 1 5
5 95 4 1
5 96 1 3
5 97 7 7
5 98 2 2
5 99 6 6
5 100 9 10
6 7 7 2
6 8 5 5
6 9 9 3
6 10 4 6
6 11 3 9
6 12 8 3
6 13 5 1
6 14 9 7
6 15 7 1
6 16 7 5
6 18 3 2
6 19 6 7
6 20 7 2
6 21 10 7
6 22 4 9
6 23 6 6
6 24 1 3
6 25 8 10
6 26 7 7
6 28 8 2
6 30 5 5
6 31 6 10
6 32 9 5
6 33 7 2
6 34 5 10
6 35 2 5
6 36 1 7
6 37 6 8
6 39 6 10
6 40 6 8
6 42 1 3
6 44 6 8
6 46 4 10
6 48 9 2
6 50 3 8
6 51 3 6
6 52 10 1
6 53 5 9
6 54 2 8
6 56 7 7
6 57 5 10
6 58 8 1
6 59 5 2
6 60 1 10
6 62 9 2
6 63 4 8
6 65 7 3
6 66 5 4
6 67 3 5
6 68 3 3
6 69 9 2
6 70 1 9
6 71 9 7
6 72 7 6
6 73 5 7
6 77 4 3
6 79 6 7
6 80 10 3
6 82 7 8
6 83 4 3
6 84 2 9
6 85 5 8
6 86 2 7
6 88 2 5
6 89 7 2
6 90 10 4
6 92 8 9
6 93 8 10
6 94 3 2
6 95 1 3
6 96 6 2
6 98 9 2
6 99 3 3
6 100 6 7
7 8 7 8
7 9 1 6
7 10 10 4
7 11 2 3
7 12 3 9
7 13 10 5
7 14 5 4
7 15 1 6
7 16 1 3
7 17 6 10
7 19 2 6
7 20 3 9
7 21 6 3
7 23 8 7
7 24 2 2
7 26 2 4
7 27 8 2
7 28 8 5
7 29 10 7
7 31 1 7
7 32 2 2
7 33 6 9
7 34 8 10
7 35 10 7
7 36 9 5
7 37 4 1
7 38 6 5
7 39 1 2
7 40 2 7
7 41 7 5
7 42 6 4
7 43 2 3
7 46 8 5
7 47 6 4
7 48 8 3
7 49 3 1
7 51 6 5
7 52 5 5
7 53 3 9
7 57 8 3
7 58 5 7
7 59 10 4
7 60 4 9
7 61 6 5
7 63 3 3
7 64 8 10
7 65 5 3
7 68 9 10
7 69 10 6
7 70 4 4
7 71 6 3
7 72 4 10
7 73 4 9
7 74 1 7
7 75 10 9
7 77 4 6
7 78 2 6
7 79 6 7
7 80 8 3
7 81 1 4
7 82 7 4
7 83 1 4
7 84 1 5
7 85 9 8
7 87 6 3
7 88 5 7
7 89 8 7
7 90 2 10
7 93 6 6
7 95 10 8
7 96 7 10
7 97 9 3
7 98 7 6
7 99 1 2
7 100 3 8
8 9 5 4
8 13 7 5
8 14 2 3
8 15 2 5
8 16 6 1
8 17 1 6
8 18 9 2
8 19 10 9
8 20 2 9
8 21 9 6
8 24 3 5
8 25 5 7
8 26 4 8
8 27 4 7
8 28 5 1
8 30 1 5
8 31 2 3
8 32 7 1
8 33 5 5
8 34 5 7
8 35 10 9
8 36 5 3
8 37 6 6
8 38 7 3
8 39 6 10
8 40 5 6
8 41 6 4
8 42 2 1
8 44 1 8
8 45 6 8
8 46 10 8
8 49 7 4
8 50 4 5
8 52 7 10
8 53 8 7
8 55 9 2
8 56 8 7
8 60 7 8
8 61 2 10
8 62 10 7
8 63 8 8
8 64 6 5
8 65 6 2
8 66 9 7
8 67 8 5
8 70 8 8
8 71 9 3
8 72 1 4
8 73 2 6
8 74 10 6
8 75 10 8
8 76 9 10
8 77 8 7
8 78 2 7
8 79 9 6
8 80 7 3
8 82 1 5
8 83 10 7
8 84 10 3
8 85 1 8
8 86 6 8
8 87 10 10
8 88 8 10
8 89 1 5
8 90 5 5
8 91 10 7
8 92 7 4
8 93 10 8
8 94 2 8
8 95 6 10
8 97 6 7
8 98 3 3
8 99 5 1
8 100 4 1
9 10 9 1
9 11 8 9
9 12 7 10
9 14 10 2
9 15 6 7
9 16 1 6
9 18 8 4
9 19 10 7
9 20 1 6
9 22 5 3
9 23 9 6
9 25 9 10
9 26 2 5
9 27 3 6
9 28 3 8
9 29 8 7
9 30 4 2
9 31 8 4
9 33 6 5
9 34 5 1
9 35 5 9
9 36 3 3
9 37 1 4
9 38 10 10
9 39 8 2
9 41 7 7
9 42 5 4
9 45 5 3
9 46 6 8
9 48 9 4
9 49 8 8
9 50 7 3
9 52 9 10
9 54 5 6
9 55 9 9
9 58 7 1
9 59 6 2
9 60 10 8
9 61 3 8
9 63 10 5
9 64 7 10
9 65 3 1
9 67 10 7
9 68 9 1
9 69 4 1
9 71 10 1
9 72 6 9
9 73 2 1
9 74 9 6
9 75 4 4
9 76 10 3
9 77 4 8
9 78 3 5
9 79 6 9
9 80 1 7
9 81 2 4
9 82 7 4
9 84 3 2
9 85 6 10
9 86 6 8
9 87 6 10
9 88 8 4
9 90 8 8
9 91 6 6
9 93 1 3
9 94 1 5
9 95 10 4
9 96 9 8
9 98 3 1
9 99 8 6
9 100 2 8
10 11 9 9
10 12 10 3
10 14 6 10
10 16 5 6
10 17 8 8
10 18 8 6
10 19 10 8
10 20 8 2
10 21 5 10
10 22 1 6
10 23 1 9
10 24 1 7
10 25 1 8
10 26 7 3
10 27 1 2
10 29 7 4
10 30 9 1
10 31 2 1
10 32 6 7
10 33 3 3
10 34 6 7
10 35 5 7
10 36 9 7
10 38 8 4
10 39 10 9
10 40 3 3
10 41 7 9
10 42 9 8
10 43 8 7
10 44 3 6
10 46 3 2
10 47 10 3
10 48 10 1
10 50 8 4
10 51 5 4
10 52 8 1
10 53 2 6
10 54 6 6
10 55 5 5
10 56 3 4
10 58 5 1
10 59 5 7
10 60 9 5
10 62 7 9
10 63 10 8
10 64 2 1
10 65 8 2
10 68 7 5
10 69 4 6
10 70 6 8
10 71 6 7
10 75 5 3
10 77 5 2
10 78 7 5
10 79 2 7
10 80 2 4
10 81 5 3
10 83 2 1
10 84 5 1
10 85 5 5
10 86 8 5
10 87 4 10
10 88 7 7
10 89 9 7
10 90 7 6
10 92 7 1
10 93 9 10
10 94 5 10
10 95 5 10
10 96 1 1
10 97 8 5
10 98 9 2
10 99 6 4
10 100 2 2
11 12 4 9
11 13 8 10
11 14 3 1
11 15 10 10
11 16 1 4
11 17 9 7
11 18 1 6
11 20 9 9
11 21 2 10
11 24 1 8
11 26 2 4
11 28 3 6
11 29 5 6
11 30 6 5
11 32 9 8
11 33 3 3
11 34 9 3
11 35 2 10
11 36 7 2
11 37 5 1
11 38 4 8
11 39 3 6
11 40 2 4
11 41 4 6
11 42 9 5
11 43 6 1
11 45 7 8
11 46 10 10
11 47 7 2
11 48 1 3
11 49 1 10
11 50 7 10
11 51 5 2
11 52 8 6
11 53 8 6
11 54 9 3
11 55 3 2
11 56 9 4
11 57 2 1
11 58 8 6
11 59 4 5
11 60 5 7
11 61 4 8
11 62 7 7
11 66 7 6
11 67 9 3
11 68 10 1
11 69 6 8
11 70 10 7
11 71 9 8
11 72 9 8
11 73 9 1
11 74 2 10
11 75 9 1
11 76 5 8
11 79 6 3
11 82 6 6
11 83 5 6
11 84 10 10
11 85 7 2
11 87 9 5
11 88 4 9
11 89 10 10
11 90 2 9
11 91 9 4
11 92 4 5
11 93 6 1
11 94 2 1
11 95 1 3
11 97 7 6
11 98 3 2
11 99 7 9
11 100 6 7
12 13 5 6
12 14 8 2
12 15 1 9
12 16 5 4
12 17 4 8
12 18 8 3
12 19 5 10
12 20 5 2
12 22 8 9
12 23 4 4
12 24 6 3
12 25 1 3
12 26 1 1
12 27 7 2
12 28 7 8
12 30 2 2
12 31 10 9
12 34 1 7
12 36 7 2
12 37 8 1
12 38 8 8
12 39 6 2
12 40 7 2
12 42 2 8
12 43 6 1
12 44 10 7
12 45 10 6
12 46 1 6
12 47 5 4
12 48 9 3
12 49 5 6
12 50 7 3
12 51 9 1
12 52 6 10
12 53 4 10
12 54 9 4
12 55 7 10
12 56 9 3
12 57 5 3
12 58 9 4
12 59 7 5
12 60 5 3
12 61 4 5
12 66 1 9
12 67 3 8
12 69 10 7
12 70 10 7
12 71 7 10
12 72 1 5
12 73 6 2
12 74 10 4
12 75 5 2
12 76 6 9
12 77 8 5
12 78 9 3
12 80 2 4
12 81 5 4
12 82 2 4
12 83 8 9
12 84 1 4
12 85 3 3
12 86 5 1
12 87 7 4
12 88 2 4
12 89 6 8
12 90 5 5
12 91 9 9
12 93 7 5
12 94 5 7
12 95 5 7
12 96 9 10
12 97 10 7
12 99 7 2
12 100 1 6
13 14 6 2
13 15 5 1
13 16 2 8
13 17 9 8
13 18 7 2
13 19 6 1
13 20 6 9
13 21 8 10
13 22 8 2
13 23 3 9
13 24 1 2
13 25 7 3
13 27 3 7
13 28 1 4
13 29 1 7
13 33 5 6
13 34 6 6
13 36 3 1
13 37 10 6
13 38 1 5
13 39 5 2
13 40 7 4
13 41 9 1
13 42 7 1
13 43 10 2
13 44 2 2
13 45 7 10
13 46 9 9
13 47 4 4
13 49 2 2
13 50 9 3
13 51 7 2
13 52 1 5
13 53 4 10
13 54 4 8
13 55 7 9
13 56 8 7
13 57 3 9
13 58 6 3
13 59 4 10
13 60 8 9
13 61 2 3
13 62 1 8
13 63 6 5
13 64 7 4
13 65 4 5
13 66 8 6
13 67 8 3
13 68 4 10
13 69 8 7
13 70 4 3
13 71 5 3
13 72 2 5
13 74 6 4
13 75 5 4
13 76 4 10
13 78 8 1
13 79 2 10
13 81 2 8
13 82 5 10
13 83 7 3
13 84 8 2
13 86 9 1
13 88 3 8
13 89 8 4
13 90 9 8
13 91 7 7
13 92 9 5
13 93 3 5
13 94 6 10
13 95 8 9
13 96 10 5
13 97 10 4
13 98 7 9
13 100 8 9
14 15 8 3
14 16 10 3
14 17 2 8
14 18 9 7
14 19 6 9
14 20 8 5
14 21 10 7
14 22 7 1
14 23 5 4
14 24 2 4
14 25 9 2
14 26 7 1
14 27 8 7
14 29 1 3
14 31 8 2
14 32 1 10
14 34 8 9
14 35 5 7
14 36 3 6
14 37 8 1
14 38 3 10
14 39 10 10
14 40 8 3
14 41 5 9
14 42 6 3
14 43 10 2
14 44 9 8
14 45 3 4
14 46 5 1
14 47 10 3
14 48 1 6
14 49 3 5
14 50 2 6
14 51 7 8
14 52 9 8
14 53 5 1
14 56 10 7
14 58 10 4
14 59 3 3
14 60 10 7
14 61 9 1
14 62 2 10
14 63 7 10
14 64 10 5
14 65 10 4
14 66 4 7
14 68 3 5
14 69 8 8
14 70 10 3
14 72 7 5
14 73 4 2
14 74 6 9
14 75 8 5
14 76 3 10
14 77 10 8
14 78 6 2
14 80 5 2
14 81 1 1
14 82 3 5
14 87 2 7
14 90 6 3
14 91 8 5
14 93 2 9
14 94 1 8
14 95 7 6
14 96 10 2
14 97 2 5
14 98 2 8
14 99 3 6
14 100 8 3
15 16 8 9
15 18 9 9
15 19 3 3
15 20 9 6
15 21 10 6
15 22 7 9
15 24 5 9
15 25 3 10
15 26 6 2
15 27 10 5
15 28 2 6
15 29 6 10
15 30 4 3
15 31 8 6
15 32 4 8
15 33 1 10
15 34 7 9
15 35 4 3
15 37 10 3
15 38 9 6
15 40 6 6
15 41 10 10
15 43 1 1
15 44 7 5
15 45 4 2
15 47 4 5
15 49 2 8
15 51 1 4
15 52 10 5
15 54 7 1
15 56 1 1
15 58 5 6
15 59 3 1
15 60 9 4
15 61 10 1
15 62 2 1
15 66 5 2
15 67 4 5
15 68 6 1
15 69 6 1
15 70 6 3
15 71 9 3
15 72 10 2
15 73 4 2
15 74 2 10
15 75 2 5
15 76 5 8
15 77 10 3
15 78 3 4
15 80 4 8
15 81 8 4
15 82 8 2
15 83 9 3
15 84 3 10
15 85 6 7
15 87 6 4
15 88 10 5
15 89 2 7
15 90 5 8
15 91 6 8
15 92 7 8
15 94 9 5
15 96 2 6
15 97 10 4
15 98 10 4
15 99 7 7
15 100 3 1
16 18 9 6
16 20 8 10
16 21 2 9
16 23 9 4
16 24 8 4
16 25 3 7
16 26 9 2
16 27 4 7
16 28 7 7
16 29 4 5
16 30 6 3
16 31 4 6
16 32 2 8
16 33 5 6
16 34 1 2
16 35 8 1
16 39 3 6
16 41 6 9
16 43 3 2
16 45 5 10
16 47 10 10
16 48 1 1
16 49 10 2
16 50 2 2
16 51 10 7
16 52 6 10
16 53 2 3
16 54 6 8
16 55 8 2
16 58 7 6
16 59 4 6
16 60 8 4
16 62 6 7
16 63 10 4
16 64 1 1
16 65 8 4
16 66 8 8
16 67 2 5
16 68 6 3
16 69 9 6
16 70 5 10
16 71 9 5
16 72 2 1
16 73 10 5
16 74 10 10
16 75 5 9
16 77 7 4
16 78 10 6
16 79 10 2
16 81 3 7
16 82 5 5
16 84 7 2
16 85 8 9
16 86 8 8
16 87 10 1
16 88 5 8
16 89 4 1
16 91 1 1
16 92 7 4
16 93 9 5
16 94 1 8
16 96 9 3
16 97 6 1
16 100 2 8
17 19 6 4
17 20 9 10
17 22 7 6
17 23 2 7
17 25 5 10
17 26 10 5
17 28 2 10
17 29 4 7
17 30 8 3
17 31 6 5
17 33 10 1
17 34 6 2
17 35 2 2
17 36 3 5
17 37 8 2
17 39 1 5
17 40 3 4
17 41 10 1
17 42 1 10
17 45 5 7
17 46 9 3
17 47 5 1
17 48 10 10
17 49 6 10
17 50 2 5
17 51 6 7
17 52 4 3
17 54 7 3
17 56 8 1
17 57 7 9
17 58 8 4
17 59 4 1
17 60 5 6
17 61 7 1
17 62 4 3
17 63 3 9
17 64 1 7
17 65 6 3
17 66 3 8
17 67 2 2
17 68 4 6
17 69 10 6
17 70 2 2
17 71 7 6
17 72 5 9
17 73 9 5
17 74 8 4
17 75 10 1
17 76 9 9
17 78 8 3
17 79 4 9
17 80 1 8
17 82 6 2
17 83 1 10
17 84 10 9
17 85 6 4
17 86 10 1
17 87 7 5
17 88 7 8
17 90 1 1
17 92 4 1
17 93 1 10
17 94 2 4
17 95 7 1
17 97 9 7
17 98 3 7
17 100 3 1
18 20 4 5
18 21 7 3
18 22 10 1
18 23 5 5
18 24 6 9
18 26 5 3
18 27 2 1
18 28 8 4
18 29 9 10
18 30 2 2
18 31 1 8
18 32 4 8
18 33 5 1
18 34 7 3
18 36 3 7
18 37 9 7
18 38 3 2
18 39 1 1
18 40 9 3
18 41 1 10
18 42 7 1
18 43 7 10
18 44 1 5
18 45 9 6
18 47 1 7
18 49 3 7
18 50 1 8
18 51 9 5
18 52 6 8
18 54 8 5
18 55 4 10
18 56 10 7
18 57 6 3
18 59 8 1
18 60 10 10
18 62 10 6
18 63 1 4
18 64 5 6
18 65 10 7
18 70 2 5
18 72 6 4
18 74 5 9
18 75 10 8
18 76 4 1
18 78 6 3
18 79 5 2
18 80 9 4
18 81 10 6
18 83 5 6
18 84 6 8
18 85 9 1
18 87 8 10
18 90 3 5
18 92 9 4
18 93 7 6
18 94 3 8
18 97 9 8
18 98 9 3
18 99 6 5
18 100 2 8
19 21 10 5
19 22 3 9
19 23 1 8
19 24 5 6
19 25 5 9
19 26 8 7
19 27 4 10
19 28 7 10
19 29 8 1
19 30 9 9
19 31 8 1
19 32 7 9
19 33 4 7
19 34 8 1
19 36 9 9
19 37 7 2
19 38 6 9
19 39 10 1
19 41 8 10
19 42 1 3
19 45 10 9
19 46 4 1
19 47 1 9
19 48 8 3
19 49 6 2
19 50 6 10
19 52 2 6
19 53 1 8
19 55 8 3
19 56 1 2
19 57 4 8
19 58 1 6
19 59 10 1
19 60 5 10
19 61 3 8
19 62 1 2
19 63 4 8
19 64 5 1
19 65 7 5
19 66 3 6
19 69 8 7
19 70 7 7
19 71 9 5
19 72 4 8
19 74 9 3
19 75 2 3
19 76 10 7
19 78 6 3
19 79 9 5
19 80 1 10
19 81 5 7
19 82 2 8
19 83 8 6
19 84 4 9
19 86 8 7
19 88 4 9
19 89 2 8
19 90 4 2
19 91 2 9
19 93 7 7
19 94 6 6
19 95 6 6
19 96 8 8
19 97 7 3
19 98 3 6
19 99 6 9
20 21 3 3
20 22 7 1
20 23 2 3
20 24 4 8
20 25 6 1
20 26 5 3
20 27 6 6
20 28 1 4
20 29 7 3
20 30 10 3
20 33 4 7
20 34 8 3
20 35 10 5
20 36 4 8
20 39 8 3
20 41 8 2
20 42 1 5
20 44 7 5
20 45 1 5
20 46 4 5
20 47 6 9
20 48 9 7
20 50 7 1
20 51 1 9
20 52 7 7
20 53 5 6
20 54 2 3
20 55 2 4
20 56 3 10
20 57 4 3
20 58 7 4
20 59 2 1
20 60 4 6
20 61 9 1
20 63 7 1
20 64 7 2
20 65 3 7
20 67 1 2
20 69 3 9
20 70 9 8
20 71 4 1
20 74 5 2
20 76 7 7
20 77 6 3
20 78 8 7
20 79 2 9
20 80 2 8
20 81 7 4
20 82 9 8
20 83 10 10
20 86 7 4
20 87 5 5
20 88 10 5
20 90 6 6
20 91 2 9
20 92 10 3
20 93 8 2
20 94 6 10
20 95 1 8
20 96 7 10
20 97 9 10
20 98 7 8
20 99 5 10
20 100 2 4
21 22 3 1
21 23 1 5
21 24 9 9
21 25 10 5
21 26 2 8
21 27 1 4
21 28 2 10
21 30 3 7
21 31 5 10
21 33 7 1
21 34 3 8
21 35 5 9
21 36 7 8
21 37 6 2
21 38 9 2
21 39 6 9
21 41 3 3
21 42 7 3
21 43 7 2
21 44 3 1
21 48 7 10
21 50 3 8
21 52 8 2
21 53 9 7
21 55 2 1
21 56 8 2
21 57 8 8
21 58 8 5
21 59 9 3
21 60 5 9
21 61 3 2
21 62 10 7
21 63 6 3
21 64 7 8
21 65 3 6
21 66 4 8
21 67 1 9
21 69 2 4
21 70 7 2
21 71 4 2
21 72 6 9
21 73 10 9
21 74 8 7
21 76 6 4
21 77 5 9
21 78 3 2
21 80 2 10
21 81 10 8
21 83 4 3
21 85 8 9
21 86 8 3
21 87 9 6
21 88 3 1
21 91 10 3
21 92 9 4
21 93 9 5
21 95 8 5
21 96 4 6
21 97 5 2
21 98 10 7
21 99 5 10
22 23 7 1
22 24 3 7
22 25 3 5
22 26 9 10
22 28 7 9
22 30 5 1
22 31 10 6
22 32 5 2
22 33 5 9
22 34 4 3
22 35 6 9
22 36 3 1
22 37 1 9
22 39 2 10
22 40 9 9
22 41 8 1
22 42 6 1
22 43 10 4
22 44 1 2
22 45 4 9
22 46 3 8
22 47 3 6
22 50 3 1
22 51 5 5
22 52 7 6
22 53 10 3
22 54 10 5
22 55 6 5
22 58 10 4
22 59 4 5
22 60 1 1
22 61 9 3
22 62 6 1
22 63 7 8
22 64 5 8
22 66 7 3
22 67 8 5
22 68 10 10
22 69 3 5
22 70 9 1
22 71 9 1
22 72 2 3
22 74 6 5
22 75 7 10
22 76 9 3
22 77 9 4
22 78 7 5
22 79 4 9
22 80 10 9
22 82 8 3
22 83 10 1
22 84 7 8
22 85 5 1
22 86 5 9
22 87 5 5
22 88 4 7
22 90 4 3
22 93 1 6
22 96 5 2
22 97 8 9
22 98 1 7
22 99 8 5
22 100 4 8
23 24 8 1
23 25 6 9
23 26 10 3
23 27 1 7
23 28 5 10
23 29 8 3
23 30 5 2
23 31 5 7
23 32 6 2
23 33 1 3
23 34 3 9
23 35 6 1
23 36 7 5
23 37 1 10
23 39 3 10
23 40 5 3
23 41 2 9
23 42 2 2
23 44 10 10
23 45 2 2
23 47 7 6
23 50 10 1
23 52 8 5
23 53 5 2
23 54 1 9
23 55 10 1
23 56 6 7
23 57 6 2
23 58 7 4
23 59 1 3
23 60 1 8
23 62 4 7
23 65 9 1
23 66 4 5
23 67 4 7
23 68 9 3
23 69 5 9
23 70 9 2
23 71 5 3
23 72 9 10
23 74 10 7
23 75 8 1
23 76 3 8
23 77 9 3
23 78 2 4
23 79 9 7
23 80 7 10
23 81 5 8
23 82 1 6
23 83 10 3
23 84 5 6
23 85 8 1
23 86 7 1
23 87 9 2
23 88 3 5
23 89 1 5
23 90 4 6
23 91 5 6
23 92 5 4
23 93 5 3
23 95 3 9
23 96 5 6
23 97 10 5
23 98 4 5
23 99 5 1
23 100 4 5
24 25 3 9
24 26 7 6
24 27 2 8
24 28 4 7
24 29 7 5
24 30 8 10
24 32 1 10
24 33 3 5
24 35 8 6
24 36 4 5
24 38 1 7
24 39 10 5
24 40 2 5
24 42 10 10
24 43 7 8
24 44 3 2
24 45 10 4
24 46 1 7
24 47 2 8
24 51 1 4
24 52 5 8
24 53 1 2
24 54 3 3
24 55 7 3
24 56 9 9
24 57 4 1
24 59 7 6
24 60 1 7
24 62 9 8
24 63 4 6
24 64 2 3
24 65 10 6
24 66 8 6
24 67 7 8
24 68 9 9
24 71 6 9
24 72 1 4
24 73 3 6
24 74 1 10
24 76 3 5
24 79 10 8
24 80 4 4
24 81 10 7
24 82 10 9
24 83 6 2
24 85 5 3
24 86 2 5
24 88 9 1
24 89 6 3
24 90 5 1
24 91 10 5
24 92 10 6
24 93 5 6
24 94 8 5
24 96 10 2
24 97 1 2
24 98 8 4
24 99 6 6
24 100 4 3
25 26 10 2
25 27 1 9
25 28 2 10
25 29 8 9
25 30 10 8
25 31 6 9
25 32 4 5
25 33 8 9
25 34 8 10
25 35 5 2
25 36 10 7
25 38 2 4
25 39 4 8
25 40 6 1
25 41 1 10
25 42 1 5
25 43 7 6
25 44 7 7
25 45 5 6
25 47 2 4
25 48 6 1
25 49 10 6
25 51 4 8
25 52 5 2
25 55 4 3
25 57 7 3
25 58 7 9
25 60 5 1
25 61 1 8
25 63 3 4
25 64 5 4
25 66 4 10
25 67 7 4
25 68 7 10
25 70 8 1
25 72 1 7
25 73 7 3
25 75 5 3
25 76 6 10
25 77 5 8
25 78 9 7
25 80 6 10
25 82 1 1
25 83 3 7
25 85 6 3
25 86 9 6
25 87 4 1
25 89 3 1
25 90 9 4
25 91 3 5
25 92 7 4
25 93 2 7
25 95 3 4
25 96 6 7
25 97 3 2
25 98 3 9
25 99 9 8
25 100 10 2
26 28 3 5
26 29 6 1
26 30 8 6
26 31 9 4
26 32 10 3
26 33 4 2
26 34 8 6
26 35 2 3
26 36 4 9
26 37 1 9
26 38 10 10
26 39 2 7
26 40 5 2
26 41 8 6
